Comments,Al,Sr,Fe,Y,Zr,Nb,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,W,Pb,Th,U
COR_tivf_3117,19000,29.67,73000,634,69.6,200.9,11.83,76.2,21.21,158.3,81.7,16,101.5,18.69,128.3,25.96,80.4,12.32,78.3,11.07,6.96,722,12.39,0.109,0.899
COR_tivf_3164,56900,356,6320,766,106.6,126.3,153.7,461,68.8,355,113.2,46,135.1,22.35,153.7,30.08,88,13.08,84.9,11.55,6.41,73.5,12.28,11.76,25.99
COR_tivf_3182,75000,88.2,84000,389,45.7,404,3.53,24,7.5,58,36.7,14.1,52.9,10.7,67.9,14.4,42.9,6.21,41.5,5.37,3.57,133,8.83,0.038,0.228
COR_tivf_3242,3480000,1380,6160000,1356,528,91,60,352,61,424,129,9.9,192,34.4,228,58.2,149,14.9,118,22.8,42.7,6430,394.5,2.25,4
COR_tivf_3286,29800,42.9,46000,281.6,52.3,1220,11.6,72.5,18.1,110,47.8,63.3,52.4,8.99,52.3,9.65,25.3,3.63,22.8,2.59,3.93,82,5.5,0.0281,0.129
COR_tivf_3601,19400,26.29,15800,695,37.2,506,3.82,44.4,15.9,141,86,96,108,19.4,131.7,25.6,75.7,12.51,80.9,11.28,2.38,368,11.9,0.0394,0.63
COR_tivf_3320,37700,67.6,127200,337,51,76.5,7.6,49,11.5,78.6,37.1,13.1,48.6,8.97,57.2,11.6,37.3,5.1,33.8,5.43,3.74,1850,11.22,1.06,2.56
COR_tivf_3367,20800,52.16,19100,1303,179.7,597,87.2,415,84.4,518,208.1,88.6,224,36.4,249.7,47.4,138.3,21.6,134.1,18.8,10.46,58,6.26,1.81,14.25
COR_tivf_3404,7010,29.8,9560,269.9,22.8,400,3.11,15.98,3.61,24.2,13.4,5.17,18.5,4.19,36.4,9.41,35.7,6.38,43.7,5.83,2.55,355,12.41,0.071,0.551
COR_tivf_3406 FINISH,48400,35.84,57900,78.7,15.1,140,4.21,19.4,4.49,22.7,8.1,3.8,9.3,1.56,12.3,2.53,9.1,1.27,9.5,1.43,1.027,602,15.22,0.113,0.418
COR_tivf_3612,17230,34.2,1391,2562,574,401,17.8,154.2,41.3,298,151,34.3,217,48.8,381,86.8,273,41,247,33.9,23.4,30.1,3.56,2.79,14.77
COR_tivf_2207,8360,88.7,7070,754,118,453,168,750,130,722,182,63.1,156,22.2,144,26.3,82,11.9,88,12.6,6.72,131.7,6.125,0.99,1.4
COR_tivf_3749,6390,43.8,4570,565,260,151.6,418,1039,127.5,570,121,40,106.7,16.67,104.4,21.51,61.7,8.8,57.2,8.43,17.08,22.5,6.79,18.9,14.57
COR_tivf_2222,147000,118.4,213000,646,78.6,803,31.4,184.7,43.6,283,126,52.2,135.9,21.6,127.1,24.3,66.1,8.55,55.5,6.58,4.86,300,56.27,0.566,0.885
COR_tivf_3770,13700,106,5100,419,148.3,203.1,116.1,418,59.6,289.9,73.3,40.5,74,12.3,79.5,16.39,47.4,6.78,44.3,5.82,7.94,98.3,17.29,15.43,8.58
COR_tivf_2259,18300,90.2,19500,2570,106.9,4750,22.6,76,13.4,88,67,27.7,170,46.7,416,96,320,52.4,355,43,12.4,53.1,14.41,16.38,142
COR_tivf_3878,6170,37.49,2790,474,87.2,736,238.1,797,120.6,571,130.4,47,118.2,16.94,96.6,18.08,47.2,6.93,43.7,6.31,6.08,29.7,3.629,9.08,5.89
COR_tivf_2317,14300000,65000,4500000,1330,400,117,54,175,45,51,100,61,110,35,150,42,125,15,134,35,38,37000,3881,17.6,7.8
COR_tivf_4052,28100,152,28200,567,103.8,1410,300,970,123,650,168,47.4,132.1,19.9,110,20.97,54.3,8.57,60.5,8.21,13.02,264,47.3,186,74.4
COR_tivf_2339,38800,269,12400,262.4,300,272.8,386,1177,154.8,747,176.1,42.7,147,18.07,81.9,10.83,18.33,1.53,5.88,0.547,16.58,54.8,14.52,10.46,3.84
COR_tivf_2171,18210,32.97,3380,2691,1891,669.2,653.3,2650,422.5,1952,465,27.7,432.5,71.1,473,97.9,282.9,40.82,250.9,32.5,62.9,87,60.84,233.5,109.6
COR_tivf_2449,5820,22.93,56100,117.7,32.6,201.6,1.64,10.04,2.45,16.9,11.7,3.25,15.9,3.15,21.6,4.66,15.2,2.46,17.3,2.48,3,157,3.659,0.261,0.536
DON_tif_1711,7030,42.45,9280,1228,431,767,1128,3663,461,1653,243.1,55.6,188.5,26.67,178.2,39,124.1,21.69,166.6,25.88,35.2,13.8,4.98,220.5,50.3
DON_tif_2558,3920,27.99,4130,416,82,206,69.3,304,54.3,266,63.6,29.6,58.3,9.55,64.1,14.16,44.4,6.83,53.6,7.76,5.17,45.2,6.61,5.88,3.92
DON_tif_2609,6150,32.73,8270,473,411.6,227.7,1464,3023,264,832,108.4,55.1,80.5,11.37,76.4,16.13,51.1,8.75,75.9,13.66,28.59,24.7,7.98,443,105.5
DON_tif_2690,6930,24.12,6500,154.1,52.2,397,223.5,492,53.9,182.6,29.7,23.9,23.6,3.96,25.5,5.31,15.9,3.18,23.9,4.05,1.545,32.5,3.517,2.8,2.94
DON_tif_2787,3460,24.1,92000,7,8.1,25.3,0.45,1.54,0.37,2.89,1.07,0.304,0.97,0.206,1.19,0.259,0.68,0.077,0.76,0.097,1.81,168,14.22,0.0233,0.0362
DON_tif_1838,9500,24.9,6800,38.7,100.6,35.1,71.5,172,22.5,98.9,13.4,35.2,12.3,1.25,7.23,1.18,3.1,0.283,2.22,0.312,3.48,410,14.7,0.197,0.285
DON_tif_2116,8490,55,7890,1534,168.2,901,2.59,25.94,9.75,99.9,84.7,39.6,158.3,33.4,265.1,56.4,169.4,24.29,154.6,21.71,15.85,124.5,31.27,0.093,5.09
DON_tif_2284,1070000,1100,2900000,1328,690,263,184,1100,240,1262,332,70.3,276,40,252,43.5,132,21.5,141,20,39,3800,134,1.61,2.66
DON_tif_2298,7680,35.48,10080,1468,278,583,712,2772,405,1591,252,54.9,196,29.9,195,43.4,144.4,24.6,188.3,29.4,22.98,0.22,2.888,118.9,40.5
DON_tif_2398,11900,18.84,8590,255,82.1,380,245,596,64.4,230,40.6,57.2,31.7,4.77,34.8,7.68,25.4,4.55,38.9,7.3,3.94,205,21.99,8.53,53.5
DON_tif_2511,7520,53.7,6100,918,168.5,749,134.5,635,118.2,615,155,71.7,158,21.7,149,29.6,88.6,14.2,96.5,13.79,11.05,1.09,6.59,13.7,21.5
DON_tif_1753,9260,22.93,11100,705,160.5,598,471,1287,160,681,137,58.8,111.6,17.6,114.4,23.7,70.6,12.51,94.1,14.3,9.09,29.4,10.51,32.3,48.8
DON_tif_1962,7690,64.3,4930,3.87,23.9,17.31,11,14.3,1.6,5.78,0.81,2.87,1.13,0.192,0.86,0.136,0.266,0.04,0.116,0.031,0.442,24.4,11.4,0.0191,0.0209
DON_tif_2115,17400,34.1,32100,2164,315.6,899,974,3072,421,1897,437.8,78.8,392.5,61.9,417.2,82.5,231.3,33.88,235.3,31.6,18.74,132,25.27,304,135.3
DON_tif_2410,5370,37.1,21100,912,126,432,141,938,226,1520,442,92,353,39.6,219,36.1,83.3,12.01,76.5,11.01,11.29,32.7,9.88,0.708,2.52
DON_tif_2414,58600,35.5,102600,1039,125,406,480,2020,303,1360,277,137,231,32.6,208,36.8,98.4,14.1,88.2,11.72,5.33,215,30.86,5.05,2.98
DON_tif_2431,8260,20.3,9590,2095,255.3,2368,165.8,757,147.2,792,251.9,159.6,245.3,43.1,304.5,62.8,207.1,35.5,264.1,39.3,18.64,31.3,12.05,31.67,55
DON_tif_2497,5430,37.92,4580,1100,246.3,324,717,2055,242,947,213,47.6,204,34,221,39.5,112,17.3,125,16.3,18.33,109,11.01,165.4,23.9
DON_tif_2543,55000,97.5,118500,447,473,342,1852,3690,335,1008,130,70.2,112,13.49,84.2,17.3,50.4,8.36,58.9,10.2,38.8,211,10.23,806,119.7
DON_tivf_10016,30800,106,9080,139,73,432,0.174,0.69,0.243,1.83,1.28,1.29,3.91,1.41,16.3,4.22,17.42,3.25,25.8,4.03,4.06,86,7.028,0.06,0.062
DON_tivf_8497,16180,15.5,48800,99.5,65.2,116.9,18.04,58.4,8.7,41.2,10.7,25.3,12.22,2.03,14.2,3.21,10.19,1.43,10.9,1.72,4.16,930,31.92,1,3.086
DON_tivf_8538,9140,60.1,6960,2107,277.1,914,399,2303,440,2440,604,177.1,515,68.2,396,78.2,221,30.5,193.4,27.36,19.48,42.1,18.99,11.6,121
DON_tivf_8558,8400,39.23,37500,191.9,276.3,659,556.6,1413,157.8,644,100.8,69.7,75.4,8.6,41.7,7.03,15.31,1.9,8.2,1.11,10.04,54.7,2.805,0.73,0.443
DON_tivf_8796,7330,24.6,4810,1330,600,278,2.48,20.5,6.02,53.9,42.4,18.5,82.2,22.3,204,49.2,164,25.8,173,23.1,23,377,10.46,0.12,0.409
DON_tivf_8898,13090,23.47,10470,857,115.7,409,21.5,172,45.8,328,151.9,67.3,173.1,29.9,187,35.1,92.6,12.66,83.2,10.87,8.22,54,3.932,0.047,0.237
DON_tivf_8993,8580,28.87,27500,40.6,66,139.7,0.98,1.94,0.49,2.65,1.4,0.71,2.94,0.73,7,1.57,4.92,0.85,6.74,0.87,2.74,213,10.74,0.122,0.088
DON_tivf_9100,36900,34.38,430000,2186,311.4,1382,1074,4600,648,2656,532,179,375,60.7,378,77.4,231.7,37,273.2,36.5,16.71,26500,100.73,121.9,145.2
DON_tivf_9139,7900,55,7910,1395,432.4,1215,2045,6470,736,2496,334.2,75.7,213.9,28.7,182,39.3,123.6,20.7,162.3,22.43,31.61,99,8.87,291.3,57.5
DON_tivf_9271,8570,37.6,5580,549,147.5,1384,258.3,1018,143.8,618,127.1,112,97.8,15.41,98.7,20.32,56.8,9.25,69.3,10.05,5.35,156,5.99,1.397,2.223
DON_tivf_9317,21800,204,16700,1061,319.1,822,1083,3593,421.5,1522,229.8,52.6,161.5,22.84,148.2,31.3,104.3,18.94,149.1,24.6,24.33,63.5,36.2,207.5,58.7
DON_tivf_10022,40400,42.44,54900,592,242,883,145.7,510,79.4,338,85.9,113.5,84,13.9,96.2,20.5,60.8,9.98,67.6,9.98,8.7,729,22.78,2.19,3.21
DON_tivf_9331,12460,16.09,11290,159,27.6,306,9.51,44.8,8,41.2,12.2,6.43,14.1,2.76,20.4,5.14,19.4,3.74,29.2,4.97,1.47,223,6.632,1.7,2.11
DON_tivf_9335,21700,85,12400,3761,370,2985,708,4450,897,4870,1207,128.6,817,115.4,674,131.7,374.8,57.1,405,55,27.23,88.5,60.1,281,241.7
DON_tivf_9351,15600,12.99,18100,418,25.8,359,26.77,124.2,27.1,168,59.9,9.08,61.6,11,75.3,16,47.1,7.03,47.4,6.58,3.83,1440,116.6,1.037,2.899
DON_tivf_9419,8270,32.58,5886,36.3,354,65,273.2,473,45.1,158.7,20.5,59.1,14,1.63,7.07,1.11,2.73,0.364,2.46,0.385,11.72,19.8,1.31,0.0576,0.1316
DON_tivf_9457,7460,27.8,3200,1710,41.6,396,2.54,17.4,5.84,55.5,50.9,26,120.2,33,290,69,222,35,235,29.5,4.99,17.9,5.542,0.0135,0.105
DON_tivf_9479,12200,30.4,8700,206,56.8,319,45.8,183,28.9,136,31.6,18.4,27.7,4.84,33,6.79,23.9,3.37,28.2,4.33,3.14,224,17.6,1.484,7.7
DON_tivf_9480,21600,24.8,35500,1281,126,238,110,527,99,547,170,52.1,195,33.8,235,48.3,149,21.7,147.3,19.83,10.94,70,8.75,3.15,6.57
DON_tivf_9681,9190,23.86,7790,125,83.5,213,96.5,280,36.3,141,25.4,27.2,17,2.67,17.2,4.07,12.2,2.17,17.5,3.39,4.89,116,8.7,1.99,9
DON_tivf_9757,6090,25.89,5960,566,166.6,370,264.2,945,126.9,567,129.8,45.2,113.5,17.83,112.5,22.22,61,9.29,62.4,8.62,6.04,40,5.9,0.246,0.577
DON_tivf_9800,24100,228,15300,523,169.2,350,476,1454,173.2,623,92.17,68.8,74.6,11.8,75.3,17,56.3,8.5,79,13.1,8.33,460,231.7,22300,2240
DON_tivf_10128,15920,22.25,12400,132.5,19.8,91.4,54.4,182,27.2,135.6,30.1,34.4,25.8,4.27,26.1,5.09,14.8,2.13,12.1,1.81,0.44,289,10.91,0.99,0.799
DON_tivf_9827,14610,33.6,6310,2702,199,832,68.1,377,87.1,575,272,62.6,353,65.4,463,97,289.8,42.4,281.6,35.5,17.49,41.3,10.758,7.5,44
DON_tivf_9830,7350,25.39,6240,757,107,883,1448,3650,388,1245,193,90.9,130.7,20.4,122.1,25.1,74.3,11.61,82.8,12.24,4.1,51,7.937,81.2,30.4
DON_tivf_9866,18600,19.3,25400,93.8,27.8,311,53.1,159.9,23.02,103.3,21.5,14.41,17.3,2.3,15.1,3.12,8.9,1.25,8.01,1.21,2.1,337,6.53,3.94,7.55
DON_tivf_9953,11600,46.73,19960,3987,405,1607,1438,6290,1038,4674,980,198.8,723,105.7,667,134.1,392.5,56.9,369.1,48,28.42,9.2,5.95,282.3,52
DON_tivf_9995,10910,23.5,8070,638,115.6,346,337.7,1186,152.2,583,111.4,95.9,86.8,13.99,95.3,20.75,65.7,11.59,91.1,14.49,5.07,136,11.69,8.78,16.81
DON_tivf_10009,8310,46.9,6400,843,117,214,116,508,87,463,142,37.1,141,22.1,146,31.2,88.5,13.9,89.6,12.4,7.25,53.6,13.1,2.74,1.63
DON_tivf_8121,15100,23.93,25000,1379,165.5,795,215,1026,172.3,892,256.9,106.6,235.5,40.9,265.8,53,146.9,22.39,148.2,19.02,8.7,380,13.59,1.41,1.188
